小微企业ID,诉讼地位,审理机关,涉案事由,公告类型,日期类别,具体日期
Q08113,原告,江苏省南京市秦淮区人民法院,劳动争议,开庭信息,开庭时间,2016年12月
Q08113,被告,湖北省武汉市硚口区人民法院,,审理进度,立案时间,2016年10月
Q08113,原告/上诉人,上海市普陀区人民法院,劳动合同纠纷,开庭信息,开庭时间,2014年2月
Q08118,当事人,广东省东莞市中级人民法院,买卖合同纠纷,审理进度,立案时间,2015年6月
Q08118,原告,广东省东莞市第一人民法院,,开庭信息,开庭时间,2015年3月
Q08118,当事人,广东省东莞市第一人民法院,买卖合同纠纷,其他审判流程信息,立案时间,2015年1月
Q08126,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年4月
Q08131,申请人:原告,四川省成都市金牛区人民法院,,起诉状副本及开庭传票,送达时间,2018年1月
Q08131,上诉人,四川省成都市中级人民法院,建设工程施工合同纠纷,审理进度,立案时间,2017年11月
Q08131,上诉人,浙江省宁波市中级人民法院,,审理进度,立案时间,2017年7月
Q08131,原告,浙江省余姚市人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2017年3月
Q08131,原告,四川省成都市金牛区人民法院,建设工程施工合同纠纷,审理进度,立案时间,2016年11月
Q08131,原告,江苏省南通市港闸区人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2015年12月
Q08131,申请人,浙江省余姚市人民法院,,审理进度,立案时间,2015年11月
Q08143,申请人,江苏省苏州工业园区人民法院,,送达裁判文书,送达时间,2017年2月
Q08150,被告,江苏省张家港市人民法院,返还垫付款纠纷,审理进度,立案时间,2015年3月
Q08151,上诉人,江苏省苏州市中级人民法院,供用水合同纠纷,开庭信息,开庭时间,2017年11月
Q08151,上诉人,江苏省苏州市中级人民法院,房屋买卖合同纠纷,开庭信息,开庭时间,2016年2月
Q08151,原审第三人,江苏省苏州市中级人民法院,不履行法定监督职责,开庭信息,开庭时间,2016年2月
Q08151,被告,江苏省苏州工业园区人民法院,,开庭信息,开庭时间,2014年12月
Q08151,被告,江苏省张家港市人民法院,委托合同纠纷,审理进度,立案时间,2014年10月
Q08156,原告,上海市静安区人民法院,服务合同纠纷,开庭信息,开庭时间,2017年12月
Q08163,上诉人,浙江省嘉兴市中级人民法院,,审理进度,立案时间,2016年11月
Q08163,被告,浙江省海宁市人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年8月
Q08168,申请人:原告,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2017年11月
Q08168,当事人,江苏省常熟市人民法院,,裁判文书,送达时间,2017年3月
Q08169,当事人,上海市第二中级人民法院,,裁判文书,送达时间,2015年7月
Q08169,当事人,上海市第二中级人民法院,,裁判文书,送达时间,2015年6月
Q08169,当事人,上海市黄浦区人民法院,,执行文书,送达时间,2015年3月
Q08169,被告/被上诉人,上海市黄浦区人民法院,金融借款合同纠纷,开庭信息,开庭时间,2014年8月
Q08169,当事人,上海市黄浦区人民法院,,送达诉状副本及开庭传票,送达时间,2014年4月
Q08170,当事人,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2016年8月
Q08200,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年10月
Q08215,被告,江苏省苏州市吴中区人民法院,行政案件,开庭信息,开庭时间,2016年12月
Q08244,原告,浙江省绍兴市柯桥区人民法院,,审理进度,立案时间,2015年6月
Q08246,,江苏省苏州工业园区人民法院,,开庭信息,开庭时间,2014年11月
Q08255,原告,江苏省苏州市虎丘区人民法院,,诉状副本及开庭传票,送达时间,2014年6月
Q08259,原告,江苏省苏州工业园区人民法院,,开庭信息,开庭时间,2015年1月
Q08259,原告,江苏省张家港市人民法院,确认劳动关系纠纷,审理进度,立案时间,2014年12月
Q08287,申请人:原告,江苏省苏州市吴中区人民法院,,起诉状副本及开庭传票,送达时间,2017年12月
Q08287,原告,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2016年3月
Q08292,被告,江苏省苏州市虎丘区人民法院,房屋租赁合同纠纷,审理进度,立案时间,2014年8月
Q08295,申请人:原告,江苏省苏州工业园区人民法院,,送达裁判文书,送达时间,2018年3月
Q08295,申请人:原告,江苏省苏州工业园区人民法院,,送达诉状副本及开庭传票,送达时间,2017年11月
Q08299,被告,浙江省诸暨市人民法院,,审理进度,立案时间,2017年2月
Q08299,被告,浙江省绍兴市中级人民法院,承揽合同纠纷,开庭信息,开庭时间,2016年12月
Q08299,被上诉人,江苏省苏州市中级人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2016年11月
Q08299,被申请人,浙江省绍兴市中级人民法院,,审理进度,立案时间,2016年5月
Q08316,原告,江苏省太仓市人民法院,租赁合同纠纷,开庭信息,开庭时间,2016年3月
Q08326,原告,江苏省苏州市吴中区人民法院,行政案件,开庭信息,开庭时间,2017年3月
Q08330,当事人,广东省惠州市惠城区人民法院,,开庭信息,开庭时间,2017年1月
Q08331,原告,江苏省昆山市人民法院,行政案件,开庭信息,开庭时间,2017年5月
Q08339,当事人,天津市第一中级人民法院,金融借款合同纠纷,开庭信息,开庭时间,2017年6月
Q08339,当事人,第一中级人民法院,金融借款合同纠纷,开庭信息,开庭时间,2017年4月
Q08339,被告,天津市第一中级人民法院,,起诉状副本及开庭传票,送达时间,2017年1月
Q08347,上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,开庭信息,开庭时间,2016年8月
Q08348,申请人:原告,江苏省苏州市吴江区人民法院,,裁判文书,送达时间,2017年7月
Q08348,原告,江苏省苏州市吴江区人民法院,,起诉状副本及开庭传票,送达时间,2017年2月
Q08349,原告,江苏省太仓市人民法院,工伤保险待遇纠纷,开庭信息,开庭时间,2014年9月
Q08354,原告,江苏省张家港市人民法院,加工合同纠纷,审理进度,立案时间,2015年2月
Q08357,原告,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2016年11月
Q08357,原告,江苏省常熟市人民法院,,裁判文书,送达时间,2016年11月
Q08357,当事人,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2016年9月
Q08357,当事人,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2016年7月
Q08381,原告,江苏省泰兴市人民法院,,开庭信息,开庭时间,2014年12月
Q08382,上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,开庭信息,开庭时间,2018年1月
Q08397,被告,江苏省江阴市人民法院,买卖合同纠纷,开庭信息,开庭时间,2018年3月
Q08400,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q08412,被告,江苏省张家港市人民法院,建设工程施工合同纠纷,审理进度,立案时间,2015年1月
Q08416,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年12月
Q08418,原告,江苏省太仓市人民法院,,开庭信息,开庭时间,2017年10月
Q08418,原告,江苏省太仓市人民法院,加工合同纠纷,开庭信息,开庭时间,2017年6月
Q08418,原告,江苏省太仓市人民法院,土地租赁合同纠纷,开庭信息,开庭时间,2017年4月
Q08418,原告,江苏省太仓市人民法院,土地租赁合同纠纷,开庭信息,开庭时间,2016年5月
Q08419,申请人,江苏省苏州工业园区人民法院,,公示催告,送达时间,2018年3月
Q08419,当事人,江苏省常熟市人民法院,,裁判文书,送达时间,2014年6月
Q08419,原告,江苏省常熟市人民法院,,送达诉状副本及开庭传票,送达时间,2014年1月
Q08430,申请人,太仓市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2018年2月
Q08430,申请人,太仓市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2018年1月
Q08430,当事人,江苏省太仓市人民法院,,送达裁判文书,送达时间,2017年12月
Q08430,申请人,太仓市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年10月
Q08430,被告,江苏省太仓市人民法院,加工合同纠纷,开庭信息,开庭时间,2017年9月
Q08430,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2017年6月
Q08430,被告,上海市嘉定区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年6月
Q08430,当事人,上海市嘉定区人民法院,,起诉状副本及开庭传票,送达时间,2016年4月
Q08430,当事人,上海市嘉定区人民法院,,裁判文书,送达时间,2016年3月
Q08430,申请人,沙溪巡回仲裁庭,,送达仲裁文书,送达时间,2016年2月
Q08430,申请人,太仓沙溪巡回仲裁庭,,送达仲裁文书,送达时间,2016年2月
Q08430,,沙溪巡回仲裁庭,,送达仲裁文书,送达时间,2016年2月
Q08430,,上海市青浦区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年1月
Q08430,被告,江苏省太仓市人民法院,劳务合同纠纷,开庭信息,开庭时间,2015年10月
Q08430,申请人,太仓沙溪巡回仲裁庭,,送达仲裁文书,送达时间,2015年10月
Q08430,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2015年10月
Q08430,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2015年6月
Q08449,被告,浙江省嘉兴市秀洲区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年1月
Q08459,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年8月
Q08463,被申请人,苏州市相城区劳动人事争议仲裁委员会,双倍工资等,开庭信息,开庭时间,2012年3月
Q08464,原告,江苏省苏州市相城区人民法院,买卖合同纠纷,审理进度,立案时间,2015年4月
Q08487,上诉人,江苏省苏州市中级人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2016年1月
Q08487,被告,江苏省张家港市人民法院,建设工程施工合同纠纷,审理进度,立案时间,2015年1月
Q08492,被告,浙江省温岭市人民法院,承揽合同纠纷,开庭信息,开庭时间,2017年7月
Q08492,上诉人,浙江省宁波市海曙区人民法院,,审理进度,立案时间,2017年3月
Q08492,上诉人,浙江省台州市中级人民法院,,审理进度,立案时间,2017年3月
Q08492,被告,浙江省温岭市人民法院,,审理进度,立案时间,2017年1月
Q08492,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年11月
Q08497,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年7月
Q08497,当事人,昆山市劳动人事争议仲裁委员会,,送达信息,送达时间,2016年4月
Q08497,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年11月
Q08497,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年10月
Q08497,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年5月
Q08497,申请人,江苏省张家港市人民法院,请求确认人民调解协议效力,审理进度,立案时间,2015年2月
Q08497,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年6月
Q08508,被告,江苏省苏州工业园区人民法院,,开庭信息,开庭时间,2014年10月
Q08514,被告,浙江省海盐县人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年9月
Q08514,被告,浙江省海盐县人民法院,,审理进度,立案时间,2016年8月
Q08550,被告,上海市普陀区人民法院,融资租赁合同纠纷,开庭信息,开庭时间,2016年2月
Q08550,上诉人,江苏省张家港市人民法院,定作合同纠纷,审理进度,立案时间,2015年3月
Q08557,被告,江苏省苏州市相城区人民法院,,开庭信息,开庭时间,2015年12月
Q08559,当事人,江苏省无锡市中级人民法院,,开庭信息,开庭时间,2017年8月
Q08560,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年5月
Q08563,当事人,广东省东莞市第三人民法院,,开庭信息,开庭时间,2016年5月
Q08563,当事人,广东省东莞市第三人民法院,买卖合同纠纷,审理进度,立案时间,2016年3月
Q08567,被告,江苏省无锡市惠山区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q08577,当事人,江苏省张家港市人民法院,,破产清算债务人,立案时间,2016年12月
Q08577,当事人,江苏省张家港市人民法院,,破产清算公告,立案时间,2016年12月
Q08577,被告,新疆维吾尔自治区高级人民法院生产建设兵团分院赔偿委员会,,审理进度,立案时间,2016年7月
Q08577,被告,江苏省江阴市人民法院,加工合同纠纷,开庭信息,开庭时间,2016年6月
Q08577,被告,江苏省无锡高新技术产业开发区人民法院,,开庭信息,开庭时间,2014年9月
Q08577,被告,浙江省杭州市余杭区人民法院,承揽合同纠纷,开庭信息,开庭时间,2013年3月
Q08600,被告,浙江省桐庐县人民法院,买卖合同纠纷,开庭信息,开庭时间,2014年5月
Q08610,上诉人,江苏省苏州市中级人民法院,不当得利纠纷,开庭信息,开庭时间,2015年10月
Q08610,原告,江苏省常熟市人民法院,不当得利纠纷,审理进度,立案时间,2015年1月
Q08610,被上诉人,江苏省苏州市中级人民法院,经济补偿金纠纷,开庭信息,开庭时间,2014年12月
Q08610,当事人,江苏省高级人民法院,,裁判文书,送达时间,2012年2月
Q08610,被告,浙江省宁波市中级人民法院,信用证欺诈纠纷class=td,开庭信息,开庭时间,2011年3月
Q08610,被告,浙江省宁波市中级人民法院,信用证欺诈纠纷,开庭信息,开庭时间,2009年10月
Q08610,被申请执行人,浙江省宁波市中级人民法院,,立案信息,立案时间,2009年10月
Q08610,被告,浙江省宁波市中级人民法院,,立案信息,立案时间,2009年9月
Q08610,被告,浙江省宁波市中级人民法院,信用证欺诈纠纷,开庭信息,开庭时间,2009年6月
Q08610,被申请执行人,浙江省宁波市中级人民法院,,立案信息,立案时间,2009年5月
Q08610,被告,浙江省宁波市中级人民法院,进出口代理合同纠纷,开庭信息,开庭时间,2009年4月
