,小微企业ID,注册资金(万元),企业(机构)类型,行业门类代码,从业人数,投资总额(万元)
10016,Q32511,0.0,2,4,6.0,0.0
10017,Q32518,1.0,0,9,16.0,0.0
10018,Q32526,1.0,0,4,10.0,0.0
10019,Q32528,0.0,0,0,10.0,0.0
10020,Q32531,1.0,0,3,12.0,0.0
10021,Q32533,1.0,0,7,4.0,0.0
10022,Q32536,0.0,2,10,3.0,0.0
10023,Q32537,0.0,2,4,3.0,0.0
10024,Q32542,0.0,0,6,4.0,0.0
10025,Q32543,3.0,0,4,4.0,0.0
10026,Q32544,0.0,0,0,7.0,0.0
10027,Q32545,0.0,0,4,5.0,0.0
10028,Q32552,0.0,0,4,4.0,0.0
10029,Q32562,0.0,0,4,10.0,0.0
10030,Q32563,1.0,0,0,11.0,0.0
10031,Q32564,0.0,0,0,29.0,0.0
10032,Q32572,0.0,0,9,5.0,0.0
10033,Q32574,0.0,0,4,5.0,0.0
10034,Q32582,0.0,1,0,6.0,0.0
10035,Q32584,0.0,0,0,2.0,0.0
10036,Q32585,0.0,0,4,7.0,0.0
10037,Q32587,0.0,2,0,3.0,0.0
10038,Q32589,1.0,0,0,10.0,0.0
10039,Q32597,2.0,20,0,0.0,0.0
10040,Q32599,1.0,20,7,18.0,0.0
10041,Q32600,0.0,0,4,3.0,0.0
10042,Q32603,0.0,2,6,7.0,0.0
10043,Q32607,0.0,2,7,4.0,0.0
10044,Q32609,0.0,1,0,10.0,0.0
10045,Q32610,0.0,1,0,6.0,0.0
10046,Q32617,0.0,0,4,5.0,0.0
10047,Q32625,0.0,0,6,5.0,0.0
10048,Q32626,0.0,0,9,4.0,0.0
10049,Q32627,0.0,2,4,1.0,0.0
10050,Q32628,0.0,0,4,2.0,0.0
10051,Q32629,0.0,0,4,10.0,0.0
10052,Q32633,1.0,0,6,5.0,0.0
10053,Q32635,1.0,2,4,9.0,0.0
10054,Q32636,0.0,0,0,10.0,0.0
10055,Q32637,0.0,0,5,1.0,0.0
10056,Q32643,0.0,1,6,6.0,0.0
10057,Q32644,0.0,0,4,4.0,0.0
10058,Q32650,2.0,1,7,7.0,0.0
10059,Q32659,0.0,2,7,6.0,0.0
10060,Q32665,0.0,0,4,5.0,0.0
10061,Q32667,0.0,0,6,11.0,0.0
10062,Q32668,0.0,0,4,6.0,0.0
10063,Q32670,0.0,0,6,8.0,0.0
10064,Q32676,1.0,0,3,5.0,0.0
10065,Q32680,0.0,1,0,10.0,0.0
10066,Q32683,0.0,2,4,9.0,0.0
10067,Q32684,1.0,0,4,8.0,0.0
10068,Q32690,0.0,0,6,7.0,0.0
10069,Q32692,0.0,0,6,7.0,0.0
10070,Q32694,1.0,0,4,2.0,0.0
10071,Q32696,1.0,0,7,0.0,0.0
10072,Q32697,0.0,2,4,2.0,0.0
10073,Q32699,0.0,2,4,2.0,0.0
10074,Q32701,0.0,2,6,5.0,0.0
10075,Q32706,0.0,0,4,5.0,0.0
10076,Q32709,0.0,0,0,9.0,0.0
10077,Q32712,0.0,11,0,0.0,0.0
10078,Q32720,0.0,0,4,5.0,0.0
10079,Q32721,0.0,2,4,0.0,0.0
10080,Q32726,0.0,0,0,7.0,0.0
10081,Q32727,0.0,0,2,8.0,0.0
10082,Q32732,0.0,0,4,2.0,0.0
10083,Q32734,0.0,0,0,3.0,0.0
10084,Q32736,1.0,0,0,12.0,0.0
10085,Q32738,0.0,0,4,10.0,0.0
10086,Q32741,0.0,0,2,5.0,0.0
10087,Q32744,0.0,1,9,15.0,0.0
10088,Q32746,0.0,0,4,4.0,0.0
10089,Q32747,0.0,2,2,9.0,0.0
10090,Q32751,0.0,1,0,10.0,0.0
10091,Q32765,0.0,0,0,4.0,0.0
10092,Q32782,0.0,0,1,4.0,0.0
10093,Q32785,0.0,2,4,4.0,0.0
10094,Q32789,1.0,0,4,3.0,0.0
10095,Q32793,0.0,2,1,4.0,0.0
10096,Q32795,1.0,0,0,5.0,0.0
10097,Q32796,0.0,16,0,0.0,0.0
10098,Q32800,0.0,0,11,6.0,0.0
10099,Q32801,1.0,2,11,2.0,0.0
10100,Q32804,0.0,0,4,2.0,0.0
10101,Q32813,0.0,0,0,10.0,0.0
10102,Q32816,0.0,2,0,4.0,0.0
10103,Q32819,0.0,0,0,8.0,0.0
10104,Q32822,0.0,2,4,3.0,0.0
10105,Q32827,1.0,0,0,6.0,0.0
10106,Q32828,3.0,0,4,27.0,0.0
10107,Q32831,0.0,2,0,3.0,0.0
10108,Q32834,0.0,2,4,6.0,0.0
10109,Q32836,0.0,0,4,10.0,0.0
10110,Q32840,0.0,0,4,10.0,0.0
10111,Q32841,0.0,2,4,4.0,0.0
10112,Q32847,0.0,2,6,3.0,0.0
10113,Q32848,0.0,0,7,5.0,0.0
10114,Q32849,0.0,0,0,4.0,0.0
10115,Q32850,0.0,0,0,10.0,0.0
10116,Q32851,0.0,2,4,3.0,0.0
10117,Q32858,0.0,0,7,5.0,0.0
10118,Q32860,0.0,0,0,3.0,0.0
10119,Q32863,0.0,0,3,5.0,0.0
10120,Q32868,0.0,9,0,0.0,0.0
10121,Q32873,0.0,0,3,4.0,0.0
10122,Q32875,0.0,2,4,2.0,0.0
10123,Q32876,0.0,2,6,1.0,0.0
10124,Q32877,0.0,1,0,9.0,0.0
10125,Q32880,0.0,0,4,2.0,0.0
10126,Q32882,0.0,0,6,4.0,0.0
10127,Q32883,1.0,0,4,10.0,0.0
10128,Q32887,0.0,2,4,4.0,0.0
10129,Q32889,0.0,0,0,10.0,0.0
10130,Q32891,0.0,2,4,6.0,0.0
10131,Q32893,0.0,0,4,5.0,0.0
10132,Q32900,0.0,2,4,9.0,0.0
10133,Q32904,1.0,0,4,12.0,0.0
10134,Q32906,0.0,0,4,4.0,0.0
10135,Q32909,0.0,1,0,12.0,0.0
10136,Q32911,1.0,1,0,61.0,0.0
10137,Q32914,0.0,1,0,2.0,0.0
10138,Q32917,0.0,1,3,10.0,0.0
10139,Q32918,1.0,1,0,9.0,0.0
10140,Q32920,5.0,0,6,0.0,0.0
10141,Q32923,0.0,1,2,8.0,0.0
10142,Q32925,1.0,1,0,5.0,0.0
10143,Q32927,0.0,1,0,22.0,0.0
10144,Q32928,0.0,1,5,3.0,0.0
10145,Q32931,0.0,1,4,3.0,0.0
10146,Q32934,0.0,20,5,0.0,0.0
10147,Q32939,0.0,0,9,23.0,0.0
10148,Q32940,1.0,0,4,5.0,0.0
10149,Q32964,1.0,0,6,6.0,0.0
10150,Q32967,1.0,0,0,10.0,0.0
10151,Q32970,0.0,0,0,18.0,0.0
10152,Q32971,0.0,0,4,11.0,0.0
10153,Q32973,0.0,0,5,2.0,0.0
10154,Q32975,0.0,2,0,4.0,0.0
10155,Q32977,1.0,1,4,17.0,0.0
10156,Q32978,0.0,1,10,7.0,0.0
10157,Q32990,1.0,0,0,18.0,0.0
10158,Q32991,1.0,0,7,7.0,0.0
10159,Q32992,0.0,0,3,7.0,0.0
10160,Q32994,0.0,0,4,6.0,0.0
10161,Q32999,2.0,0,4,2.0,0.0
10162,Q33001,0.0,19,9,0.0,0.0
10163,Q33002,1.0,0,1,8.0,0.0
10164,Q33003,0.0,1,6,10.0,0.0
10165,Q33013,0.0,0,0,4.0,0.0
10166,Q33015,0.0,6,6,0.0,0.0
10167,Q33025,0.0,0,4,2.0,0.0
10168,Q33029,0.0,0,6,3.0,0.0
10169,Q33031,0.0,2,4,6.0,0.0
10170,Q33038,0.0,2,3,3.0,0.0
10171,Q33040,0.0,0,4,10.0,0.0
10172,Q33045,0.0,0,4,8.0,0.0
10173,Q33046,0.0,0,4,7.0,0.0
10174,Q33056,0.0,0,6,9.0,0.0
10175,Q33064,1.0,0,4,4.0,0.0
10176,Q33066,0.0,0,7,11.0,0.0
10177,Q33067,0.0,0,6,4.0,0.0
10178,Q33070,0.0,0,4,7.0,0.0
10179,Q33072,0.0,0,4,11.0,0.0
10180,Q33078,1.0,0,0,4.0,0.0
10181,Q33084,0.0,0,4,4.0,0.0
10182,Q33086,0.0,1,7,5.0,0.0
10183,Q33087,0.0,2,6,2.0,0.0
10184,Q33088,0.0,0,3,12.0,0.0
10185,Q33096,0.0,0,4,4.0,0.0
10186,Q33098,0.0,0,4,3.0,0.0
10187,Q33100,1.0,0,2,3.0,0.0
10188,Q33102,0.0,0,0,13.0,0.0
10189,Q33104,0.0,1,4,2.0,0.0
10190,Q33107,2.0,1,0,8.0,0.0
10191,Q33109,0.0,1,0,54.0,0.0
10192,Q33111,0.0,2,4,1.0,0.0
10193,Q33121,0.0,1,3,7.0,0.0
10194,Q33123,0.0,2,4,3.0,0.0
10195,Q33124,1.0,2,4,3.0,0.0
10196,Q33125,0.0,0,4,8.0,0.0
10197,Q33127,1.0,2,6,9.0,0.0
10198,Q33128,0.0,0,4,3.0,0.0
10199,Q33129,0.0,2,0,4.0,0.0
10200,Q33133,0.0,1,3,7.0,0.0
10201,Q33136,0.0,1,6,12.0,0.0
10202,Q33138,0.0,2,4,1.0,0.0
10203,Q33143,0.0,0,3,8.0,0.0
10204,Q33144,0.0,0,4,7.0,0.0
10205,Q33147,0.0,0,0,12.0,0.0
10206,Q33159,0.0,0,4,2.0,0.0
10207,Q33160,0.0,0,0,4.0,0.0
10208,Q33161,0.0,0,0,6.0,0.0
10209,Q33162,0.0,2,7,8.0,0.0
10210,Q33163,0.0,0,0,4.0,0.0
10211,Q33167,0.0,2,4,9.0,0.0
10212,Q33169,0.0,0,0,11.0,0.0
10213,Q33170,0.0,2,0,3.0,0.0
10214,Q33173,0.0,0,4,7.0,0.0
10215,Q33175,0.0,0,4,2.0,0.0
10216,Q33179,0.0,0,3,4.0,0.0
10217,Q33188,0.0,0,4,2.0,0.0
10218,Q33194,0.0,2,0,9.0,0.0
10219,Q33202,0.0,2,2,2.0,0.0
10220,Q33206,0.0,0,4,4.0,0.0
10221,Q33208,1.0,2,4,6.0,0.0
10222,Q33209,0.0,1,4,3.0,0.0
10223,Q33210,0.0,0,9,3.0,0.0
10224,Q33211,1.0,0,6,5.0,0.0
10225,Q33213,0.0,0,4,10.0,0.0
10226,Q33218,0.0,0,0,14.0,0.0
10227,Q33219,0.0,0,0,15.0,0.0
10228,Q33221,0.0,0,6,3.0,0.0
10229,Q33224,1.0,0,0,4.0,0.0
10230,Q33225,0.0,2,4,4.0,0.0
10231,Q33227,2.0,0,9,24.0,0.0
10232,Q33235,0.0,0,1,7.0,0.0
10233,Q33247,1.0,2,3,3.0,0.0
10234,Q33269,1.0,0,4,10.0,0.0
10235,Q33271,3.0,9,7,0.0,5.0
10236,Q33273,0.0,2,6,4.0,0.0
10237,Q33283,0.0,0,4,6.0,0.0
10238,Q33293,0.0,1,4,7.0,0.0
10239,Q33296,0.0,0,5,0.0,0.0
10240,Q33299,0.0,0,0,7.0,0.0
10241,Q33300,0.0,0,4,4.0,0.0
10242,Q33303,0.0,0,4,2.0,0.0
10243,Q33309,0.0,0,4,3.0,0.0
10244,Q33312,0.0,0,0,5.0,0.0
10245,Q33313,0.0,2,3,5.0,0.0
10246,Q33321,0.0,0,6,0.0,0.0
10247,Q33325,0.0,2,4,2.0,0.0
10248,Q33328,0.0,2,4,3.0,0.0
10249,Q33329,0.0,0,0,0.0,0.0
10250,Q33330,0.0,0,4,2.0,0.0
10251,Q33334,0.0,0,4,7.0,0.0
10252,Q33337,0.0,0,4,9.0,0.0
10253,Q33338,0.0,0,4,7.0,0.0
10254,Q33340,1.0,2,4,9.0,0.0
10255,Q33341,1.0,0,4,9.0,0.0
10256,Q33343,0.0,0,7,2.0,0.0
10257,Q33349,1.0,0,3,7.0,0.0
10258,Q33350,1.0,0,0,2.0,0.0
10259,Q33356,1.0,0,4,9.0,0.0
10260,Q33357,0.0,0,0,6.0,0.0
10261,Q33358,0.0,0,4,9.0,0.0
10262,Q33361,0.0,2,0,9.0,0.0
10263,Q33362,1.0,9,0,0.0,1.0
10264,Q33366,1.0,2,0,3.0,0.0
10265,Q33367,0.0,0,0,7.0,0.0
10266,Q33368,0.0,0,0,7.0,0.0
10267,Q33371,0.0,0,4,4.0,0.0
10268,Q33373,0.0,2,4,2.0,0.0
10269,Q33375,0.0,2,5,3.0,0.0
10270,Q33380,0.0,0,7,6.0,0.0
10271,Q33381,1.0,2,5,6.0,0.0
10272,Q33382,0.0,0,4,5.0,0.0
10273,Q33388,0.0,0,7,8.0,0.0
10274,Q33391,1.0,0,7,4.0,0.0
10275,Q33397,0.0,0,2,6.0,0.0
10276,Q33398,1.0,2,3,3.0,0.0
10277,Q33401,1.0,0,2,2.0,0.0
10278,Q33403,0.0,2,3,4.0,0.0
10279,Q33406,0.0,11,3,0.0,0.0
10280,Q33408,0.0,1,4,5.0,0.0
10281,Q33415,0.0,1,0,45.0,0.0
10282,Q33423,0.0,0,0,4.0,0.0
10283,Q33425,0.0,2,10,7.0,0.0
10284,Q33428,3.0,9,1,0.0,3.0
10285,Q33431,3.0,0,7,0.0,0.0
10286,Q33432,0.0,0,3,7.0,0.0
10287,Q33434,0.0,16,6,0.0,0.0
10288,Q33435,0.0,0,2,2.0,0.0
10289,Q33437,0.0,2,0,2.0,0.0
10290,Q33441,0.0,2,6,4.0,0.0
10291,Q33444,0.0,0,4,4.0,0.0
10292,Q33445,0.0,0,7,4.0,0.0
10293,Q33448,0.0,3,0,0.0,0.0
10294,Q33454,0.0,0,0,35.0,0.0
10295,Q33459,0.0,0,4,6.0,0.0
10296,Q33460,0.0,0,0,5.0,0.0
10297,Q33462,0.0,0,4,8.0,0.0
10298,Q33468,0.0,0,0,7.0,0.0
10299,Q33470,0.0,1,0,8.0,0.0
10300,Q33476,0.0,2,0,11.0,0.0
10301,Q33478,0.0,2,0,2.0,0.0
10302,Q33481,2.0,0,3,10.0,0.0
10303,Q33482,0.0,2,4,4.0,0.0
10304,Q33486,0.0,2,6,1.0,0.0
10305,Q33488,0.0,0,0,22.0,0.0
10306,Q33489,0.0,2,4,2.0,0.0
10307,Q33490,0.0,0,4,0.0,0.0
10308,Q33491,0.0,2,5,4.0,0.0
10309,Q33496,0.0,0,7,3.0,0.0
10310,Q33501,0.0,0,0,15.0,0.0
10311,Q33504,0.0,2,0,14.0,0.0
10312,Q33512,1.0,0,0,102.0,0.0
10313,Q33513,0.0,0,11,19.0,0.0
10314,Q33515,0.0,0,0,7.0,0.0
10315,Q33518,0.0,0,0,7.0,0.0
10316,Q33520,0.0,0,4,2.0,0.0
10317,Q33521,0.0,0,0,6.0,0.0
10318,Q33523,0.0,0,1,1.0,0.0
10319,Q33526,0.0,0,0,0.0,0.0
10320,Q33528,0.0,2,7,6.0,0.0
10321,Q33529,0.0,0,0,17.0,0.0
10322,Q33530,0.0,0,7,0.0,0.0
10323,Q33532,1.0,2,7,6.0,0.0
10324,Q33536,0.0,2,4,2.0,0.0
10325,Q33539,0.0,0,7,5.0,0.0
10326,Q33542,0.0,0,0,3.0,0.0
10327,Q33543,0.0,0,3,2.0,0.0
10328,Q33546,0.0,1,7,7.0,0.0
10329,Q33548,1.0,0,2,0.0,0.0
10330,Q33551,0.0,1,4,10.0,0.0
10331,Q33552,0.0,1,4,2.0,0.0
10332,Q33558,0.0,2,4,3.0,0.0
10333,Q33561,0.0,2,6,4.0,0.0
10334,Q33564,0.0,1,1,5.0,0.0
10335,Q33572,1.0,2,7,4.0,0.0
10336,Q33577,0.0,0,2,11.0,0.0
10337,Q33581,8.0,0,4,0.0,0.0
10338,Q33584,0.0,0,9,3.0,0.0
10339,Q33585,0.0,0,0,4.0,0.0
10340,Q33586,0.0,0,0,2.0,0.0
10341,Q33587,0.0,0,0,4.0,0.0
10342,Q33589,0.0,2,4,3.0,0.0
10343,Q33592,0.0,0,4,2.0,0.0
10344,Q33593,0.0,2,4,12.0,0.0
10345,Q33594,0.0,1,4,0.0,0.0
10346,Q33596,0.0,1,7,5.0,0.0
10347,Q33597,0.0,1,4,7.0,0.0
10348,Q33599,1.0,0,7,17.0,0.0
10349,Q33603,0.0,1,2,7.0,0.0
10350,Q33608,1.0,0,4,4.0,0.0
10351,Q33614,0.0,0,4,3.0,0.0
10352,Q33617,1.0,2,3,5.0,0.0
10353,Q33618,0.0,0,7,0.0,0.0
10354,Q33622,0.0,0,4,2.0,0.0
10355,Q33623,0.0,1,7,10.0,0.0
10356,Q33624,0.0,8,0,0.0,0.0
10357,Q33630,0.0,1,4,10.0,0.0
10358,Q33631,1.0,0,4,5.0,0.0
10359,Q33639,0.0,1,0,10.0,0.0
10360,Q33640,1.0,0,4,4.0,0.0
10361,Q33646,0.0,0,4,5.0,0.0
10362,Q33650,0.0,0,4,4.0,0.0
10363,Q33651,0.0,0,6,4.0,0.0
10364,Q33655,0.0,2,3,31.0,0.0
10365,Q33656,0.0,2,4,3.0,0.0
10366,Q33662,1.0,0,4,6.0,0.0
10367,Q33663,0.0,2,3,10.0,0.0
10368,Q33666,0.0,0,0,2.0,0.0
10369,Q33673,0.0,0,7,5.0,0.0
10370,Q33674,0.0,0,4,2.0,0.0
10371,Q33678,0.0,2,3,1.0,0.0
10372,Q33681,0.0,0,0,8.0,0.0
10373,Q33683,0.0,0,4,6.0,0.0
10374,Q33684,0.0,0,4,4.0,0.0
10375,Q33685,0.0,2,0,3.0,0.0
10376,Q33687,0.0,11,4,0.0,0.0
10377,Q33688,0.0,2,0,1.0,0.0
10378,Q33698,0.0,2,3,1.0,0.0
10379,Q33699,0.0,0,4,2.0,0.0
10380,Q33700,0.0,0,6,14.0,0.0
10381,Q33701,0.0,0,0,14.0,0.0
10382,Q33702,0.0,0,0,12.0,0.0
10383,Q33704,0.0,0,0,7.0,0.0
10384,Q33707,0.0,2,4,3.0,0.0
10385,Q33711,0.0,0,0,5.0,0.0
10386,Q33713,0.0,2,4,1.0,0.0
10387,Q33715,0.0,0,0,7.0,0.0
10388,Q33717,0.0,1,3,9.0,0.0
10389,Q33719,0.0,0,10,7.0,0.0
10390,Q33720,0.0,0,0,15.0,0.0
10391,Q33724,0.0,0,4,10.0,0.0
10392,Q33725,0.0,0,1,13.0,0.0
10393,Q33726,0.0,2,4,2.0,0.0
10394,Q33730,0.0,0,0,3.0,0.0
10395,Q33734,0.0,1,0,5.0,0.0
10396,Q33737,0.0,1,7,12.0,0.0
10397,Q33738,0.0,1,7,5.0,0.0
10398,Q33745,0.0,2,4,6.0,0.0
10399,Q33750,0.0,0,7,22.0,0.0
10400,Q33753,0.0,0,4,4.0,0.0
10401,Q33755,1.0,0,6,32.0,0.0
10402,Q33756,1.0,3,7,0.0,1.0
10403,Q33757,0.0,0,4,2.0,0.0
10404,Q33758,0.0,2,4,4.0,0.0
10405,Q33759,2.0,10,0,0.0,2.0
10406,Q33763,0.0,0,11,3.0,0.0
10407,Q33767,0.0,2,4,3.0,0.0
10408,Q33768,0.0,0,7,5.0,0.0
10409,Q33771,2.0,2,3,4.0,0.0
10410,Q33780,1.0,9,0,0.0,1.0
10411,Q33784,0.0,0,4,4.0,0.0
10412,Q33785,0.0,0,3,11.0,0.0
10413,Q33794,0.0,2,4,8.0,0.0
10414,Q33797,0.0,2,4,1.0,0.0
10415,Q33799,1.0,2,4,6.0,0.0
10416,Q33800,0.0,0,4,4.0,0.0
10417,Q33801,0.0,0,0,10.0,0.0
10418,Q33806,1.0,0,0,55.0,0.0
10419,Q33807,0.0,0,4,12.0,0.0
10420,Q33810,0.0,0,0,11.0,0.0
10421,Q33817,0.0,1,0,17.0,0.0
10422,Q33823,0.0,2,0,12.0,0.0
10423,Q33827,0.0,0,4,11.0,0.0
10424,Q33829,0.0,2,3,6.0,0.0
10425,Q33832,0.0,1,0,14.0,0.0
10426,Q33838,0.0,0,4,5.0,0.0
10427,Q33841,0.0,1,9,7.0,0.0
10428,Q33844,0.0,0,4,5.0,0.0
10429,Q33845,0.0,1,4,10.0,0.0
10430,Q33849,0.0,2,4,4.0,0.0
10431,Q33862,1.0,0,4,8.0,0.0
10432,Q33865,1.0,20,4,19.0,0.0
10433,Q33867,0.0,0,6,42.0,0.0
10434,Q33869,1.0,0,10,2.0,0.0
10435,Q33870,0.0,0,9,7.0,0.0
10436,Q33873,1.0,2,4,6.0,0.0
10437,Q33880,0.0,0,4,2.0,0.0
10438,Q33886,0.0,2,1,15.0,0.0
10439,Q33888,0.0,0,0,10.0,0.0
10440,Q33893,0.0,0,4,2.0,0.0
10441,Q33895,0.0,2,0,3.0,0.0
10442,Q33896,0.0,1,4,4.0,0.0
10443,Q33897,0.0,2,4,1.0,0.0
10444,Q33911,1.0,0,0,43.0,0.0
10445,Q33914,0.0,0,4,5.0,0.0
10446,Q33920,0.0,2,0,4.0,0.0
10447,Q33922,0.0,0,0,20.0,0.0
10448,Q33923,0.0,2,4,2.0,0.0
10449,Q33928,0.0,8,0,0.0,0.0
10450,Q33934,0.0,0,1,0.0,0.0
10451,Q33938,0.0,2,3,6.0,0.0
10452,Q33940,0.0,2,7,3.0,0.0
10453,Q33946,0.0,0,0,3.0,0.0
10454,Q33949,0.0,0,0,10.0,0.0
10455,Q33954,0.0,1,0,2.0,0.0
10456,Q33955,0.0,0,4,7.0,0.0
10457,Q33958,0.0,0,4,7.0,0.0
10458,Q33960,0.0,0,4,2.0,0.0
10459,Q33964,0.0,0,4,3.0,0.0
10460,Q33965,0.0,0,3,10.0,0.0
10461,Q33973,0.0,2,7,6.0,0.0
10462,Q33975,0.0,0,6,9.0,0.0
10463,Q33979,0.0,0,4,2.0,0.0
10464,Q33980,1.0,1,7,7.0,0.0
10465,Q33981,0.0,2,7,7.0,0.0
10466,Q33985,0.0,2,4,3.0,0.0
10467,Q33987,1.0,0,10,2.0,0.0
10468,Q33989,0.0,2,4,6.0,0.0
10469,Q33990,0.0,0,6,3.0,0.0
10470,Q33994,0.0,1,4,0.0,0.0
10471,Q33999,0.0,0,9,4.0,0.0
10472,Q34002,0.0,1,4,7.0,0.0
10473,Q34004,0.0,2,4,2.0,0.0
10474,Q34009,0.0,2,0,6.0,0.0
10475,Q34013,0.0,2,7,20.0,0.0
10476,Q34017,0.0,0,6,3.0,0.0
10477,Q34018,0.0,0,0,10.0,0.0
10478,Q34020,0.0,1,4,8.0,0.0
10479,Q34021,0.0,8,4,0.0,0.0
10480,Q34023,0.0,0,4,2.0,0.0
10481,Q34031,0.0,0,4,4.0,0.0
10482,Q34032,0.0,2,6,2.0,0.0
10483,Q34034,0.0,9,0,0.0,0.0
10484,Q34037,0.0,2,4,2.0,0.0
10485,Q34040,1.0,0,3,0.0,0.0
10486,Q34041,0.0,4,5,0.0,0.0
10487,Q34048,1.0,0,0,0.0,0.0
10488,Q34053,0.0,9,0,0.0,0.0
10489,Q34056,0.0,0,4,3.0,0.0
10490,Q34058,0.0,0,6,33.0,0.0
10491,Q34061,0.0,2,4,4.0,0.0
10492,Q34065,0.0,0,10,4.0,0.0
10493,Q34069,0.0,1,0,10.0,0.0
10494,Q34071,0.0,2,4,4.0,0.0
10495,Q34073,0.0,0,4,10.0,0.0
10496,Q34076,1.0,0,0,5.0,0.0
10497,Q34077,0.0,0,0,4.0,0.0
10498,Q34081,0.0,0,7,5.0,0.0
10499,Q34083,0.0,0,7,10.0,0.0
10500,Q34085,1.0,0,7,5.0,0.0
10501,Q34086,0.0,0,4,5.0,0.0
10502,Q34088,0.0,0,4,3.0,0.0
10503,Q34102,0.0,1,4,4.0,0.0
10504,Q34112,0.0,0,6,8.0,0.0
10505,Q34113,0.0,2,4,2.0,0.0
10506,Q34114,0.0,0,0,4.0,0.0
10507,Q34120,0.0,2,7,2.0,0.0
10508,Q34121,0.0,2,0,9.0,0.0
10509,Q34129,0.0,0,4,10.0,0.0
10510,Q34131,0.0,0,0,6.0,0.0
10511,Q34137,0.0,0,0,5.0,0.0
10512,Q34140,0.0,1,4,7.0,0.0
10513,Q34141,0.0,1,2,2.0,0.0
10514,Q34144,0.0,1,0,19.0,0.0
10515,Q34149,0.0,2,7,2.0,0.0
10516,Q34158,0.0,1,4,4.0,0.0
10517,Q34161,0.0,1,0,7.0,0.0
10518,Q34162,0.0,1,4,10.0,0.0
10519,Q34163,0.0,1,10,7.0,0.0
10520,Q34169,0.0,2,0,13.0,0.0
10521,Q34172,0.0,2,10,2.0,0.0
10522,Q34186,0.0,2,4,3.0,0.0
10523,Q34190,0.0,2,4,2.0,0.0
10524,Q34208,0.0,0,4,2.0,0.0
10525,Q34209,0.0,2,4,5.0,0.0
10526,Q34212,0.0,0,6,10.0,0.0
10527,Q34216,0.0,11,2,0.0,0.0
10528,Q34218,0.0,0,0,6.0,0.0
10529,Q34219,1.0,2,4,1.0,0.0
10530,Q34221,1.0,1,4,4.0,0.0
10531,Q34228,0.0,0,7,5.0,0.0
10532,Q34229,0.0,2,4,3.0,0.0
10533,Q34230,1.0,0,4,4.0,0.0
10534,Q34232,0.0,0,4,8.0,0.0
10535,Q34237,1.0,2,6,3.0,0.0
10536,Q34246,0.0,0,4,4.0,0.0
10537,Q34249,0.0,2,7,6.0,0.0
10538,Q34250,0.0,0,4,3.0,0.0
10539,Q34255,0.0,1,0,12.0,0.0
10540,Q34257,0.0,0,7,2.0,0.0
10541,Q34262,0.0,0,7,9.0,0.0
10542,Q34263,0.0,0,4,3.0,0.0
10543,Q34264,0.0,0,7,4.0,0.0
10544,Q34269,0.0,2,3,2.0,0.0
10545,Q34271,0.0,0,5,6.0,0.0
10546,Q34275,0.0,2,6,4.0,0.0
10547,Q34276,0.0,2,3,3.0,0.0
10548,Q34284,0.0,2,7,1.0,0.0
10549,Q34286,0.0,2,0,6.0,0.0
10550,Q34291,0.0,0,4,3.0,0.0
10551,Q34294,0.0,2,4,12.0,0.0
10552,Q34296,0.0,0,3,10.0,0.0
10553,Q34297,1.0,0,0,10.0,0.0
10554,Q34300,0.0,2,4,4.0,0.0
10555,Q34304,0.0,0,0,11.0,0.0
10556,Q34308,0.0,2,0,12.0,0.0
10557,Q34311,1.0,0,4,5.0,0.0
10558,Q34313,0.0,2,1,3.0,0.0
10559,Q34314,0.0,0,0,8.0,0.0
10560,Q34315,0.0,0,3,4.0,0.0
10561,Q34318,0.0,0,4,7.0,0.0
10562,Q34319,0.0,1,0,11.0,0.0
10563,Q34320,0.0,1,0,5.0,0.0
10564,Q34327,1.0,0,0,16.0,0.0
10565,Q34329,1.0,1,2,6.0,0.0
10566,Q34330,0.0,0,16,7.0,0.0
10567,Q34334,0.0,2,4,3.0,0.0
10568,Q34336,0.0,0,0,3.0,0.0
10569,Q34349,0.0,0,4,5.0,0.0
10570,Q34350,1.0,0,14,0.0,0.0
10571,Q34352,0.0,19,0,0.0,0.0
10572,Q34353,0.0,11,3,0.0,0.0
10573,Q34355,0.0,0,3,5.0,0.0
10574,Q34360,1.0,9,0,0.0,1.0
10575,Q34361,0.0,0,0,15.0,0.0
10576,Q34362,0.0,8,4,0.0,0.0
10577,Q34365,0.0,1,4,4.0,0.0
10578,Q34371,1.0,2,0,2.0,0.0
10579,Q34376,0.0,0,0,10.0,0.0
10580,Q34379,0.0,1,16,2.0,0.0
10581,Q34384,0.0,0,0,3.0,0.0
10582,Q34388,1.0,2,2,3.0,0.0
10583,Q34390,0.0,0,4,10.0,0.0
10584,Q34391,0.0,0,4,6.0,0.0
10585,Q34396,0.0,0,0,12.0,0.0
10586,Q34397,0.0,11,0,135.0,0.0
10587,Q34398,1.0,2,4,2.0,0.0
10588,Q34402,1.0,1,0,12.0,0.0
10589,Q34405,0.0,0,4,6.0,0.0
10590,Q34417,0.0,2,4,6.0,0.0
10591,Q34423,0.0,2,4,8.0,0.0
10592,Q34426,0.0,2,7,4.0,0.0
10593,Q34427,0.0,0,6,4.0,0.0
10594,Q34434,0.0,0,7,14.0,0.0
10595,Q34441,0.0,0,4,5.0,0.0
10596,Q34443,0.0,0,0,10.0,0.0
